session_id,user_id,housing_type,charger_level,start_time,duration_hours,energy_kwh,peak_overlap_ratio,season,battery_soc_start
EV-10873,USR-1093,Condo/Apartment,Level 2 (7.2kW),2025-09-09 23:42:00,7.73,32.29,0.0,Fall,26.3
EV-10874,USR-1029,Condo/Apartment,Level 2 (7.2kW),2025-01-27 18:40:00,18.81,24.58,0.21,Winter,43.9
EV-10875,USR-1250,Townhouse,Level 2 (7.2kW),2025-04-08 18:38:00,7.36,35.44,0.33,Winter,19.1
EV-10876,USR-1189,Single-Family,Level 2 (7.2kW),2025-07-30 18:12:00,5.46,20.94,0.55,Fall,52.2
EV-10877,USR-1379,Single-Family,Level 2 (7.2kW),2025-03-18 22:55:00,6.16,34.87,0.0,Fall,20.4
EV-10878,USR-1035,Single-Family,Level 2 (7.2kW),2025-08-16 18:42:00,5.45,24.14,0.45,Fall,44.9
EV-10879,USR-1333,Single-Family,Level 2 (7.2kW),2025-02-04 17:19:00,6.88,28.43,0.54,Fall,35.1
EV-10880,USR-1395,Single-Family,Level 2 (7.2kW),2025-04-11 23:03:00,5.35,13.93,0.0,Spring,68.2
EV-10881,USR-1130,Single-Family,Level 2 (7.2kW),2025-09-25 00:05:00,6.97,34.83,0.0,Spring,20.5
EV-10882,USR-1060,Townhouse,Level 2 (7.2kW),2025-10-02 13:54:00,2.97,18.79,0.25,Fall,57.1
EV-10883,USR-1034,Single-Family,Level 2 (7.2kW),2025-02-24 19:05:00,21.36,11.83,0.17,Spring,73.0
EV-10884,USR-1286,Condo/Apartment,Level 1 (1.4kW),2025-10-18 18:47:00,23.66,29.0,0.19,Spring,33.8
EV-10885,USR-1187,Condo/Apartment,Level 2 (7.2kW),2025-09-29 22:43:00,11.73,32.02,0.0,Fall,26.9
EV-10886,USR-1387,Single-Family,Level 2 (7.2kW),2025-10-25 23:58:00,10.76,28.61,0.0,Winter,34.7
EV-10887,USR-1143,Single-Family,Level 2 (7.2kW),2025-11-24 21:17:00,11.3,20.59,0.0,Winter,53.0
EV-10888,USR-1249,Single-Family,Level 2 (7.2kW),2025-03-04 17:39:00,3.3,15.42,1.0,Fall,64.8
EV-10889,USR-1089,Condo/Apartment,Level 2 (7.2kW),2025-10-25 17:05:00,5.18,32.86,0.76,Winter,25.0
EV-10890,USR-1371,Single-Family,Level 2 (7.2kW),2025-04-29 17:19:00,6.74,29.26,0.56,Summer,33.2
EV-10891,USR-1163,Single-Family,Level 2 (7.2kW),2025-07-20 22:57:00,6.96,25.36,0.0,Winter,42.1
EV-10892,USR-1333,Single-Family,Level 1 (1.4kW),2025-12-30 22:39:00,19.44,16.52,0.0,Spring,62.3
EV-10893,USR-1032,Condo/Apartment,Level 2 (7.2kW),2025-03-16 16:42:00,3.53,23.61,1.0,Spring,46.1
EV-10894,USR-1210,Single-Family,Level 2 (7.2kW),2025-08-04 00:31:00,4.99,35.7,0.0,Spring,18.5
EV-10895,USR-1262,Condo/Apartment,Level 1 (1.4kW),2025-05-11 12:59:00,24.71,16.47,0.42,Winter,62.4
EV-10896,USR-1025,Condo/Apartment,Level 2 (7.2kW),2025-10-01 22:21:00,14.22,30.49,0.0,Fall,30.4
EV-10897,USR-1393,Single-Family,Level 2 (7.2kW),2025-07-21 15:21:00,3.21,20.11,0.77,Winter,54.1
EV-10898,USR-1216,Single-Family,Level 2 (7.2kW),2025-05-25 19:57:00,6.76,36.4,0.19,Winter,16.9
EV-10899,USR-1276,Single-Family,Level 1 (1.4kW),2025-09-06 22:26:00,20.58,27.25,0.0,Winter,37.8
EV-10900,USR-1015,Condo/Apartment,Level 1 (1.4kW),2025-10-29 22:01:00,26.04,33.47,0.0,Fall,23.6
EV-10901,USR-1386,Condo/Apartment,Level 2 (7.2kW),2025-09-09 15:56:00,10.12,23.88,0.49,Winter,45.5
EV-10902,USR-1325,Townhouse,Level 2 (7.2kW),2025-07-19 16:50:00,7.28,26.46,0.57,Winter,39.6
EV-10903,USR-1024,Single-Family,Level 2 (7.2kW),2025-06-23 23:06:00,3.44,13.49,0.0,Winter,69.2
EV-10904,USR-1200,Single-Family,Level 2 (7.2kW),2025-11-29 09:27:00,3.87,18.62,0.0,Winter,57.5
EV-10905,USR-1099,Townhouse,Level 2 (7.2kW),2025-07-18 17:19:00,5.99,16.08,0.62,Fall,63.3
EV-10906,USR-1079,Single-Family,Level 2 (7.2kW),2025-08-26 16:59:00,5.48,33.91,0.77,Summer,22.6
EV-10907,USR-1121,Single-Family,Level 2 (7.2kW),2025-08-21 19:17:00,4.85,32.11,0.35,Winter,26.7
EV-10908,USR-1206,Condo/Apartment,Level 2 (7.2kW),2025-08-13 16:21:00,24.4,35.0,0.4,Fall,20.1
EV-10909,USR-1010,Condo/Apartment,Level 2 (7.2kW),2025-08-15 17:04:00,4.91,11.3,0.8,Fall,74.2
EV-10910,USR-1124,Single-Family,Level 2 (7.2kW),2025-09-25 11:11:00,5.98,34.39,0.17,Fall,21.5
EV-10911,USR-1360,Single-Family,Level 2 (7.2kW),2025-07-05 22:55:00,6.42,35.31,0.0,Fall,19.4
EV-10912,USR-1360,Townhouse,Level 2 (7.2kW),2025-01-02 23:56:00,4.01,22.91,0.0,Winter,47.7
EV-10913,USR-1143,Single-Family,Level 1 (1.4kW),2025-01-24 22:16:00,14.26,19.06,0.0,Winter,56.5
EV-10914,USR-1183,Single-Family,Level 2 (7.2kW),2025-08-10 00:09:00,6.02,32.51,0.0,Spring,25.8
EV-10915,USR-1084,Condo/Apartment,Level 2 (7.2kW),2025-02-03 20:13:00,16.64,11.87,0.08,Spring,72.9
EV-10916,USR-1305,Condo/Apartment,Level 1 (1.4kW),2025-11-24 12:12:00,21.72,27.6,0.42,Winter,37.0
EV-10917,USR-1183,Single-Family,Level 2 (7.2kW),2025-11-26 18:36:00,4.23,28.52,0.59,Fall,34.9
EV-10918,USR-1316,Single-Family,Level 1 (1.4kW),2025-07-08 17:15:00,31.12,37.72,0.31,Summer,13.9
EV-10919,USR-1154,Condo/Apartment,Level 2 (7.2kW),2025-02-25 12:13:00,6.83,33.99,0.43,Winter,22.4
EV-10920,USR-1343,Single-Family,Level 2 (7.2kW),2025-10-13 22:19:00,7.13,18.88,0.0,Spring,56.9
EV-10921,USR-1299,Single-Family,Level 2 (7.2kW),2025-05-03 23:32:00,9.82,30.75,0.0,Spring,29.8
EV-10922,USR-1023,Condo/Apartment,Level 2 (7.2kW),2025-11-15 17:17:00,5.04,22.69,0.71,Winter,48.2
EV-10923,USR-1127,Condo/Apartment,Level 2 (7.2kW),2025-08-05 12:08:00,5.52,29.75,0.3,Spring,32.1
EV-10924,USR-1071,Single-Family,Level 2 (7.2kW),2025-05-25 13:43:00,3.04,20.5,0.23,Summer,53.2
EV-10925,USR-1018,Condo/Apartment,Level 2 (7.2kW),2025-01-14 22:22:00,8.34,19.84,0.0,Winter,54.7
EV-10926,USR-1277,Townhouse,Level 2 (7.2kW),2025-01-07 20:23:00,17.39,36.75,0.06,Winter,16.1
EV-10927,USR-1372,Single-Family,Level 1 (1.4kW),2025-11-22 17:42:00,12.77,16.73,0.29,Summer,61.8
EV-10928,USR-1315,Townhouse,Level 2 (7.2kW),2025-02-22 04:52:00,2.05,13.05,0.0,Spring,70.2
EV-10929,USR-1208,Condo/Apartment,Level 2 (7.2kW),2025-05-06 19:41:00,46.98,12.7,0.12,Fall,71.0
EV-10930,USR-1232,Single-Family,Level 2 (7.2kW),2025-02-03 17:45:00,9.1,21.55,0.35,Fall,50.8
EV-10931,USR-1032,Condo/Apartment,Level 2 (7.2kW),2025-02-17 23:11:00,12.01,29.13,0.0,Fall,33.5
EV-10932,USR-1133,Condo/Apartment,Level 2 (7.2kW),2025-12-19 10:44:00,5.48,29.7,0.0,Winter,32.2
EV-10933,USR-1374,Townhouse,Level 2 (7.2kW),2025-01-02 17:01:00,7.25,21.07,0.55,Summer,51.9
EV-10934,USR-1086,Condo/Apartment,Level 1 (1.4kW),2025-03-18 13:10:00,23.83,30.05,0.42,Spring,31.4
EV-10935,USR-1117,Condo/Apartment,Level 2 (7.2kW),2025-07-18 18:47:00,6.76,31.76,0.33,Fall,27.5
EV-10936,USR-1075,Townhouse,Level 2 (7.2kW),2025-01-08 00:58:00,7.68,12.22,0.0,Summer,72.1
EV-10937,USR-1045,Townhouse,Level 2 (7.2kW),2025-09-03 12:03:00,9.92,12.09,0.5,Winter,72.4
EV-10938,USR-1145,Single-Family,Level 1 (1.4kW),2025-06-21 17:18:00,25.86,35.18,0.31,Summer,19.7
EV-10939,USR-1237,Condo/Apartment,Level 2 (7.2kW),2025-05-29 19:56:00,3.52,24.05,0.33,Summer,45.1
EV-10940,USR-1352,Condo/Apartment,Level 2 (7.2kW),2025-01-31 20:38:00,6.72,25.32,0.07,Summer,42.2
EV-10941,USR-1009,Condo/Apartment,Level 2 (7.2kW),2025-09-02 12:11:00,16.96,23.7,0.42,Summer,45.9
EV-10942,USR-1033,Townhouse,Level 1 (1.4kW),2025-07-08 23:04:00,11.1,13.71,0.0,Winter,68.7
EV-10943,USR-1083,Townhouse,Level 2 (7.2kW),2025-01-06 22:32:00,10.69,39.38,0.0,Fall,10.1
EV-10944,USR-1299,Condo/Apartment,Level 2 (7.2kW),2025-05-04 12:06:00,3.24,17.13,0.0,Winter,60.9
EV-10945,USR-1150,Condo/Apartment,Level 2 (7.2kW),2025-04-21 15:28:00,5.3,31.06,0.86,Spring,29.1
EV-10946,USR-1061,Townhouse,Level 2 (7.2kW),2025-01-02 18:02:00,13.64,36.89,0.25,Fall,15.8
EV-10947,USR-1246,Condo/Apartment,Level 2 (7.2kW),2025-05-02 23:51:00,7.73,28.47,0.0,Fall,35.0
EV-10948,USR-1061,Condo/Apartment,Level 2 (7.2kW),2025-06-03 18:18:00,10.41,33.21,0.26,Fall,24.2
EV-10949,USR-1176,Single-Family,Level 2 (7.2kW),2025-03-31 15:19:00,5.67,34.26,0.87,Fall,21.8
EV-10950,USR-1048,Condo/Apartment,Level 2 (7.2kW),2025-01-31 16:54:00,2.79,15.38,1.0,Fall,64.9
EV-10951,USR-1167,Townhouse,Level 2 (7.2kW),2025-07-22 21:32:00,5.12,25.23,0.0,Spring,42.4
EV-10952,USR-1046,Single-Family,Level 2 (7.2kW),2025-10-06 17:52:00,9.08,30.93,0.35,Winter,29.4
EV-10953,USR-1184,Condo/Apartment,Level 2 (7.2kW),2025-01-31 09:05:00,5.55,25.45,0.0,Summer,41.9
EV-10954,USR-1342,Single-Family,Level 2 (7.2kW),2025-01-05 20:05:00,3.0,14.59,0.33,Summer,66.7
EV-10955,USR-1107,Single-Family,Level 2 (7.2kW),2025-12-20 17:26:00,5.59,33.25,0.65,Winter,24.1
EV-10956,USR-1187,Townhouse,Level 2 (7.2kW),2025-09-07 21:10:00,12.29,29.44,0.0,Fall,32.8
EV-10957,USR-1032,Condo/Apartment,Level 2 (7.2kW),2025-06-21 17:55:00,1.6,11.26,1.0,Spring,74.3
EV-10958,USR-1304,Townhouse,Level 1 (1.4kW),2025-04-18 16:43:00,30.2,32.42,0.38,Summer,26.0
EV-10959,USR-1066,Townhouse,Level 1 (1.4kW),2025-02-14 09:54:00,15.81,20.63,0.42,Winter,52.9
EV-10960,USR-1042,Townhouse,Level 2 (7.2kW),2025-02-09 22:23:00,6.61,33.25,0.0,Spring,24.1
EV-10961,USR-1297,Townhouse,Level 2 (7.2kW),2025-09-06 19:11:00,4.42,22.47,0.44,Winter,48.7
EV-10962,USR-1056,Single-Family,Level 2 (7.2kW),2025-06-04 22:57:00,47.03,13.19,0.0,Winter,69.9
EV-10963,USR-1175,Townhouse,Level 2 (7.2kW),2025-06-26 18:55:00,7.17,23.79,0.31,Winter,45.7
EV-10964,USR-1286,Single-Family,Level 2 (7.2kW),2025-02-19 18:41:00,6.04,23.04,0.4,Winter,47.4
EV-10965,USR-1170,Townhouse,Level 2 (7.2kW),2025-06-17 19:47:00,9.52,34.74,0.13,Fall,20.7
EV-10966,USR-1324,Single-Family,Level 2 (7.2kW),2025-09-11 21:25:00,8.12,35.48,0.0,Fall,19.0
EV-10967,USR-1191,Single-Family,Level 1 (1.4kW),2025-09-29 10:21:00,13.34,17.22,0.42,Summer,60.7
EV-10968,USR-1317,Single-Family,Level 2 (7.2kW),2025-06-30 19:06:00,6.69,33.12,0.3,Spring,24.4
EV-10969,USR-1193,Condo/Apartment,Level 2 (7.2kW),2025-04-27 22:09:00,3.09,20.24,0.0,Fall,53.8
EV-10970,USR-1141,Condo/Apartment,Level 1 (1.4kW),2025-10-31 16:38:00,21.64,29.57,0.38,Spring,32.5
EV-10971,USR-1207,Townhouse,Level 2 (7.2kW),2025-07-26 23:33:00,14.16,28.47,0.0,Winter,35.0
EV-10972,USR-1189,Single-Family,Level 2 (7.2kW),2025-08-06 22:34:00,10.02,35.7,0.0,Summer,18.5
EV-10973,USR-1023,Condo/Apartment,Level 2 (7.2kW),2025-10-21 17:24:00,6.33,17.48,0.58,Fall,60.1
EV-10974,USR-1205,Single-Family,Level 2 (7.2kW),2025-11-08 21:42:00,3.29,21.99,0.0,Spring,49.8
EV-10975,USR-1366,Single-Family,Level 2 (7.2kW),2025-10-09 20:01:00,8.65,13.32,0.11,Spring,69.6
EV-10976,USR-1313,Townhouse,Level 1 (1.4kW),2025-07-25 00:14:00,25.15,24.44,0.0,Spring,44.2
EV-10977,USR-1130,Single-Family,Level 1 (1.4kW),2025-12-10 21:33:00,22.02,21.16,0.0,Spring,51.7
EV-10978,USR-1174,Condo/Apartment,Level 2 (7.2kW),2025-05-30 17:26:00,3.51,20.15,1.0,Winter,54.0
EV-10979,USR-1062,Condo/Apartment,Level 2 (7.2kW),2025-08-09 18:44:00,4.64,20.5,0.53,Fall,53.2
EV-10980,USR-1315,Single-Family,Level 2 (7.2kW),2025-08-23 23:17:00,2.85,17.61,0.0,Winter,59.8
EV-10981,USR-1288,Single-Family,Level 2 (7.2kW),2025-01-29 23:16:00,6.19,34.17,0.0,Summer,22.0
EV-10982,USR-1001,Single-Family,Level 1 (1.4kW),2025-08-11 22:06:00,19.45,26.72,0.0,Fall,39.0
EV-10983,USR-1147,Single-Family,Level 2 (7.2kW),2025-04-25 21:33:00,3.05,20.81,0.0,Fall,52.5
EV-10984,USR-1293,Condo/Apartment,Level 2 (7.2kW),2025-09-01 18:59:00,7.02,14.33,0.31,Winter,67.3
EV-10985,USR-1279,Single-Family,Level 2 (7.2kW),2025-04-11 00:05:00,7.95,26.11,0.0,Fall,40.4
EV-10986,USR-1107,Single-Family,Level 2 (7.2kW),2025-11-29 00:31:00,5.33,15.9,0.0,Fall,63.7
EV-10987,USR-1260,Single-Family,Level 1 (1.4kW),2025-09-20 17:15:00,9.12,11.13,0.41,Winter,74.6
EV-10988,USR-1345,Townhouse,Level 2 (7.2kW),2025-03-30 16:10:00,6.74,31.19,0.74,Summer,28.8
EV-10989,USR-1218,Single-Family,Level 1 (1.4kW),2025-01-22 14:46:00,18.75,26.07,0.42,Spring,40.5
EV-10990,USR-1040,Townhouse,Level 2 (7.2kW),2025-01-11 23:06:00,3.03,18.88,0.0,Fall,56.9
EV-10991,USR-1077,Condo/Apartment,Level 2 (7.2kW),2025-10-03 18:33:00,3.38,24.27,0.71,Fall,44.6
EV-10992,USR-1216,Single-Family,Level 1 (1.4kW),2025-09-08 17:17:00,12.07,15.77,0.31,Summer,64.0
EV-10993,USR-1177,Single-Family,Level 2 (7.2kW),2025-08-08 17:42:00,4.13,26.24,0.82,Fall,40.1
EV-10994,USR-1328,Single-Family,Level 2 (7.2kW),2025-08-09 18:27:00,6.48,13.54,0.42,Winter,69.1
EV-10995,USR-1293,Townhouse,Level 1 (1.4kW),2025-07-26 17:52:00,18.24,21.77,0.27,Spring,50.3
EV-10996,USR-1199,Single-Family,Level 2 (7.2kW),2025-07-06 23:59:00,3.74,18.36,0.0,Spring,58.1
EV-10997,USR-1093,Townhouse,Level 2 (7.2kW),2025-11-04 22:46:00,5.28,25.58,0.0,Winter,41.6
EV-10998,USR-1371,Single-Family,Level 2 (7.2kW),2025-05-25 21:27:00,5.96,25.5,0.0,Summer,41.8
EV-10999,USR-1372,Single-Family,Level 2 (7.2kW),2025-06-30 17:57:00,9.7,34.83,0.33,Winter,20.5
EV-11000,USR-1183,Single-Family,Level 2 (7.2kW),2025-12-21 13:46:00,2.99,14.68,0.25,Spring,66.5
EV-11001,USR-1353,Single-Family,Level 2 (7.2kW),2025-08-08 21:03:00,5.54,24.58,0.0,Spring,43.9
EV-11002,USR-1272,Condo/Apartment,Level 2 (7.2kW),2025-08-05 10:44:00,12.76,18.14,0.42,Winter,58.6
EV-11003,USR-1225,Condo/Apartment,Level 2 (7.2kW),2025-01-13 12:51:00,14.51,39.16,0.42,Winter,10.6
EV-11004,USR-1115,Single-Family,Level 1 (1.4kW),2025-10-04 18:54:00,61.7,21.25,0.19,Summer,51.5
EV-11005,USR-1131,Condo/Apartment,Level 1 (1.4kW),2025-01-13 17:16:00,18.54,22.91,0.31,Winter,47.7
EV-11006,USR-1150,Townhouse,Level 2 (7.2kW),2025-04-19 21:48:00,11.88,28.56,0.0,Winter,34.8
EV-11007,USR-1134,Townhouse,Level 2 (7.2kW),2025-04-15 11:38:00,3.87,24.84,0.0,Summer,43.3
EV-11008,USR-1326,Townhouse,Level 2 (7.2kW),2025-02-16 17:59:00,8.09,34.26,0.39,Fall,21.8
EV-11009,USR-1071,Condo/Apartment,Level 2 (7.2kW),2025-10-29 00:39:00,9.75,14.85,0.0,Summer,66.1
EV-11010,USR-1307,Townhouse,Level 2 (7.2kW),2025-04-18 18:14:00,7.48,28.47,0.4,Winter,35.0
EV-11011,USR-1348,Single-Family,Level 2 (7.2kW),2025-05-18 22:14:00,5.43,36.89,0.0,Winter,15.8
EV-11012,USR-1319,Condo/Apartment,Level 1 (1.4kW),2025-02-28 23:40:00,32.15,35.27,0.0,Summer,19.5
EV-11013,USR-1133,Townhouse,Level 2 (7.2kW),2025-04-02 20:41:00,5.58,13.27,0.09,Fall,69.7
EV-11014,USR-1286,Condo/Apartment,Level 2 (7.2kW),2025-05-29 19:20:00,4.09,15.86,0.41,Fall,63.8
EV-11015,USR-1036,Single-Family,Level 2 (7.2kW),2025-10-30 22:41:00,8.77,36.27,0.0,Fall,17.2
EV-11016,USR-1227,Single-Family,Level 2 (7.2kW),2025-10-02 22:23:00,3.09,19.8,0.0,Fall,54.8
EV-11017,USR-1136,Condo/Apartment,Level 2 (7.2kW),2025-07-29 17:43:00,4.77,28.91,0.7,Winter,34.0
EV-11018,USR-1356,Condo/Apartment,Level 2 (7.2kW),2025-03-29 18:31:00,9.16,38.73,0.27,Fall,11.6
EV-11019,USR-1124,Single-Family,Level 2 (7.2kW),2025-09-02 18:41:00,7.56,38.24,0.32,Winter,12.7
EV-11020,USR-1045,Townhouse,Level 2 (7.2kW),2025-07-22 18:24:00,5.91,22.47,0.46,Fall,48.7
EV-11021,USR-1181,Single-Family,Level 2 (7.2kW),2025-09-08 17:36:00,11.65,30.4,0.3,Spring,30.6
EV-11022,USR-1256,Condo/Apartment,Level 2 (7.2kW),2025-02-05 18:17:00,5.75,30.49,0.48,Spring,30.4
EV-11023,USR-1046,Townhouse,Level 2 (7.2kW),2025-09-01 19:16:00,5.93,28.34,0.29,Summer,35.3
EV-11024,USR-1133,Single-Family,Level 1 (1.4kW),2025-10-08 16:29:00,33.05,31.8,0.4,Fall,27.4
EV-11025,USR-1360,Townhouse,Level 2 (7.2kW),2025-09-08 17:08:00,3.98,28.47,1.0,Summer,35.0
EV-11026,USR-1141,Single-Family,Level 2 (7.2kW),2025-06-11 15:37:00,4.1,29.39,0.88,Winter,32.9
EV-11027,USR-1050,Single-Family,Level 1 (1.4kW),2025-03-03 23:40:00,20.66,28.65,0.0,Fall,34.6
EV-11028,USR-1293,Condo/Apartment,Level 2 (7.2kW),2025-04-14 14:00:00,4.72,24.53,0.58,Winter,44.0
EV-11029,USR-1364,Condo/Apartment,Level 1 (1.4kW),2025-03-04 14:23:00,24.11,32.02,0.42,Spring,26.9
EV-11030,USR-1067,Townhouse,Level 2 (7.2kW),2025-06-27 18:07:00,10.32,32.55,0.29,Spring,25.7
EV-11031,USR-1066,Single-Family,Level 2 (7.2kW),2025-11-05 16:14:00,2.25,15.77,1.0,Fall,64.0
EV-11032,USR-1100,Condo/Apartment,Level 1 (1.4kW),2025-10-04 19:01:00,27.08,32.64,0.17,Spring,25.5
EV-11033,USR-1234,Single-Family,Level 2 (7.2kW),2025-12-24 17:25:00,5.12,36.14,0.71,Winter,17.5
EV-11034,USR-1219,Condo/Apartment,Level 1 (1.4kW),2025-10-27 00:45:00,15.41,19.76,0.0,Summer,54.9
EV-11035,USR-1349,Single-Family,Level 2 (7.2kW),2025-06-28 09:23:00,6.27,25.76,0.0,Summer,41.2
EV-11036,USR-1385,Single-Family,Level 2 (7.2kW),2025-12-31 00:38:00,33.2,26.77,0.0,Spring,38.9
EV-11037,USR-1392,Single-Family,Level 2 (7.2kW),2025-04-29 18:41:00,6.72,34.21,0.37,Fall,21.9
EV-11038,USR-1262,Condo/Apartment,Level 2 (7.2kW),2025-03-09 22:18:00,4.21,29.7,0.0,Summer,32.2
EV-11039,USR-1062,Single-Family,Level 1 (1.4kW),2025-09-03 15:40:00,20.29,27.47,0.42,Fall,37.3
EV-11040,USR-1284,Condo/Apartment,Level 1 (1.4kW),2025-08-27 19:42:00,34.18,38.29,0.12,Winter,12.6
EV-11041,USR-1189,Townhouse,Level 1 (1.4kW),2025-12-19 22:17:00,23.16,21.03,0.0,Fall,52.0
EV-11042,USR-1052,Single-Family,Level 1 (1.4kW),2025-09-27 15:56:00,29.18,35.0,0.42,Fall,20.1
EV-11043,USR-1284,Single-Family,Level 2 (7.2kW),2025-05-17 22:29:00,6.29,29.31,0.0,Spring,33.1
EV-11044,USR-1101,Single-Family,Level 1 (1.4kW),2025-02-14 18:19:00,26.57,31.45,0.23,Fall,28.2
EV-11045,USR-1173,Condo/Apartment,Level 2 (7.2kW),2025-01-21 16:55:00,3.6,17.39,1.0,Spring,60.3
EV-11046,USR-1279,Single-Family,Level 2 (7.2kW),2025-10-05 16:52:00,10.84,29.18,0.39,Summer,33.4
EV-11047,USR-1100,Single-Family,Level 2 (7.2kW),2025-02-05 12:55:00,5.22,21.25,0.38,Fall,51.5
EV-11048,USR-1273,Condo/Apartment,Level 2 (7.2kW),2025-11-15 17:52:00,6.94,36.71,0.46,Winter,16.2
EV-11049,USR-1009,Single-Family,Level 2 (7.2kW),2025-01-13 19:39:00,3.59,16.82,0.4,Fall,61.6
EV-11050,USR-1394,Single-Family,Level 2 (7.2kW),2025-12-30 18:11:00,4.55,22.21,0.63,Spring,49.3
EV-11051,USR-1145,Single-Family,Level 2 (7.2kW),2025-09-12 12:24:00,5.93,27.2,0.38,Fall,37.9
EV-11052,USR-1374,Single-Family,Level 2 (7.2kW),2025-03-31 18:50:00,4.79,27.29,0.45,Winter,37.7
EV-11053,USR-1366,Single-Family,Level 2 (7.2kW),2025-01-24 19:46:00,8.92,11.43,0.14,Fall,73.9
EV-11054,USR-1244,Townhouse,Level 1 (1.4kW),2025-10-17 00:20:00,10.26,13.89,0.0,Fall,68.3
EV-11055,USR-1389,Single-Family,Level 2 (7.2kW),2025-11-24 13:08:00,12.95,35.7,0.42,Winter,18.5
EV-11056,USR-1110,Single-Family,Level 2 (7.2kW),2025-03-19 19:44:00,6.78,30.93,0.21,Spring,29.4
EV-11057,USR-1181,Townhouse,Level 2 (7.2kW),2025-06-08 23:58:00,10.2,21.82,0.0,Summer,50.2
EV-11058,USR-1043,Single-Family,Level 1 (1.4kW),2025-04-14 12:34:00,22.86,31.06,0.42,Summer,29.1
EV-11059,USR-1306,Condo/Apartment,Level 2 (7.2kW),2025-06-23 18:26:00,5.2,20.15,0.52,Fall,54.0
EV-11060,USR-1102,Single-Family,Level 2 (7.2kW),2025-01-29 18:22:00,3.4,21.38,0.79,Fall,51.2
EV-11061,USR-1120,Single-Family,Level 2 (7.2kW),2025-01-20 22:38:00,9.55,29.75,0.0,Spring,32.1
EV-11062,USR-1071,Condo/Apartment,Level 1 (1.4kW),2025-03-19 18:53:00,17.3,19.06,0.19,Fall,56.5
EV-11063,USR-1181,Single-Family,Level 2 (7.2kW),2025-05-06 12:05:00,8.35,31.06,0.53,Winter,29.1
EV-11064,USR-1063,Single-Family,Level 2 (7.2kW),2025-06-27 17:24:00,4.83,31.63,0.75,Winter,27.8
EV-11065,USR-1164,Single-Family,Level 1 (1.4kW),2025-04-20 22:02:00,39.72,34.74,0.0,Summer,20.7
EV-11066,USR-1006,Townhouse,Level 2 (7.2kW),2025-09-18 23:18:00,10.72,23.26,0.0,Winter,46.9
EV-11067,USR-1106,Single-Family,Level 2 (7.2kW),2025-04-06 21:43:00,3.01,21.29,0.0,Spring,51.4
EV-11068,USR-1164,Townhouse,Level 2 (7.2kW),2025-07-10 23:23:00,1.9,13.49,0.0,Winter,69.2
EV-11069,USR-1087,Single-Family,Level 1 (1.4kW),2025-04-19 18:22:00,21.72,19.36,0.23,Spring,55.8
EV-11070,USR-1197,Single-Family,Level 2 (7.2kW),2025-01-08 22:54:00,6.11,24.09,0.0,Fall,45.0
EV-11071,USR-1150,Condo/Apartment,Level 2 (7.2kW),2025-12-10 08:45:00,8.9,23.92,0.19,Summer,45.4
EV-11072,USR-1360,Single-Family,Level 2 (7.2kW),2025-09-06 00:16:00,3.33,18.27,0.0,Fall,58.3
EV-11073,USR-1104,Single-Family,Level 2 (7.2kW),2025-08-26 16:04:00,42.96,23.31,0.42,Winter,46.8
EV-11074,USR-1329,Single-Family,Level 1 (1.4kW),2025-09-15 23:58:00,39.26,36.67,0.0,Winter,16.3
EV-11075,USR-1388,Townhouse,Level 2 (7.2kW),2025-12-19 13:22:00,6.97,21.25,0.61,Fall,51.5
EV-11076,USR-1141,Single-Family,Level 2 (7.2kW),2025-09-03 23:21:00,6.04,31.8,0.0,Fall,27.4
EV-11077,USR-1298,Single-Family,Level 1 (1.4kW),2025-08-20 19:30:00,16.44,22.52,0.12,Fall,48.6
EV-11078,USR-1187,Single-Family,Level 2 (7.2kW),2025-08-27 21:33:00,14.28,33.38,0.0,Fall,23.8
EV-11079,USR-1364,Single-Family,Level 2 (7.2kW),2025-11-07 16:16:00,8.73,33.34,0.54,Spring,23.9
EV-11080,USR-1256,Condo/Apartment,Level 2 (7.2kW),2025-05-23 12:35:00,6.16,39.03,0.44,Fall,10.9
EV-11081,USR-1330,Condo/Apartment,Level 2 (7.2kW),2025-01-16 21:59:00,4.62,29.18,0.0,Winter,33.4
EV-11082,USR-1203,Single-Family,Level 2 (7.2kW),2025-08-01 14:30:00,5.32,22.69,0.73,Winter,48.2
EV-11083,USR-1070,Single-Family,Level 2 (7.2kW),2025-04-15 16:33:00,10.77,27.03,0.41,Winter,38.3
EV-11084,USR-1077,Single-Family,Level 2 (7.2kW),2025-07-28 11:55:00,6.29,17.61,0.35,Spring,59.8
EV-11085,USR-1241,Single-Family,Level 2 (7.2kW),2025-12-10 16:17:00,7.65,22.87,0.61,Spring,47.8
EV-11086,USR-1114,Townhouse,Level 2 (7.2kW),2025-09-12 14:40:00,4.3,11.48,0.67,Fall,73.8
EV-11087,USR-1115,Condo/Apartment,Level 2 (7.2kW),2025-10-01 17:23:00,4.23,23.13,0.88,Fall,47.2
EV-11088,USR-1015,Townhouse,Level 2 (7.2kW),2025-09-26 18:53:00,4.74,31.28,0.47,Fall,28.6
EV-11089,USR-1349,Townhouse,Level 2 (7.2kW),2025-02-01 18:22:00,4.4,15.29,0.61,Winter,65.1
EV-11090,USR-1240,Single-Family,Level 2 (7.2kW),2025-08-06 09:47:00,11.72,26.85,0.43,Winter,38.7
